Order Date,Order ID,Customer ID,Segment,City,Region,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Cost,Profit
2024-09-25,ORD-20240925-3010,C-98251,Home Office,New York,West,Office Supplies,Writing,3,5.0,0.2,12.0,8.24,3.76
2024-09-25,ORD-20240925-4085,C-46168,Corporate,New York,West,Electronics,Phones,3,37.66,0.0,112.98,60.2,52.78
2024-09-25,ORD-20240925-3424,C-80966,Home Office,Los Angeles,West,Electronics,Phones,3,48.41,0.2,116.18,91.88,24.3
2024-09-25,ORD-20240925-8764,C-40451,Home Office,Phoenix,East,Furniture,Tables,2,33.63,0.0,67.26,34.07,33.19
2024-09-25,ORD-20240925-6503,C-79489,Home Office,Phoenix,West,Office Supplies,Binders,2,32.35,0.3,45.29,31.69,13.6
2024-09-25,ORD-20240925-8295,C-58745,Consumer,Chicago,West,Furniture,Storage,3,37.24,0.1,100.55,57.12,43.43
2024-09-25,ORD-20240925-1775,C-47387,Corporate,Los Angeles,South,Furniture,Tables,4,40.57,0.0,162.28,115.79,46.49
2024-09-25,ORD-20240925-3873,C-58453,Consumer,Los Angeles,South,Electronics,Phones,3,55.58,0.0,166.74,105.42,61.32
2024-09-25,ORD-20240925-4361,C-25923,Corporate,New York,North,Office Supplies,Binders,3,71.85,0.0,215.55,142.28,73.27
2024-09-25,ORD-20240925-7628,C-53421,Corporate,Chicago,West,Electronics,Laptops,4,105.04,0.3,294.11,233.14,60.97
2024-09-25,ORD-20240925-8764,C-24721,Consumer,Houston,East,Office Supplies,Writing,3,11.57,0.2,27.77,16.71,11.06
2024-09-25,ORD-20240925-1656,C-22121,Consumer,Chicago,South,Office Supplies,Writing,2,73.67,0.0,147.34,93.38,53.96
2024-09-26,ORD-20240926-4197,C-61697,Consumer,Los Angeles,South,Furniture,Chairs,4,74.39,0.0,297.56,235.89,61.67
2024-09-26,ORD-20240926-9035,C-66051,Home Office,Chicago,East,Office Supplies,Writing,5,30.97,0.1,139.37,86.31,53.06
2024-09-26,ORD-20240926-7326,C-68224,Corporate,Houston,East,Electronics,Laptops,1,105.38,0.3,73.77,38.82,34.95
2024-09-26,ORD-20240926-8249,C-28827,Corporate,Los Angeles,East,Electronics,Accessories,2,24.38,0.3,34.13,23.19,10.94
2024-09-26,ORD-20240926-5968,C-63668,Consumer,Chicago,West,Office Supplies,Binders,4,36.37,0.2,116.38,61.28,55.1
2024-09-26,ORD-20240926-7791,C-60039,Home Office,Chicago,South,Office Supplies,Binders,1,27.03,0.0,27.03,15.02,12.01
2024-09-26,ORD-20240926-9037,C-10320,Corporate,Los Angeles,North,Furniture,Storage,1,51.52,0.0,51.52,26.17,25.35
2024-09-26,ORD-20240926-5303,C-74472,Corporate,Los Angeles,East,Office Supplies,Writing,4,76.04,0.1,273.74,171.13,102.61
2024-09-26,ORD-20240926-1466,C-43804,Consumer,Houston,North,Furniture,Tables,2,36.21,0.2,57.94,38.8,19.14
2024-09-26,ORD-20240926-2959,C-51901,Home Office,Houston,East,Office Supplies,Writing,3,52.13,0.3,109.47,56.66,52.81
2024-09-26,ORD-20240926-3219,C-48228,Corporate,Phoenix,East,Electronics,Phones,2,77.23,0.1,139.01,71.54,67.47
2024-09-26,ORD-20240926-2258,C-99780,Consumer,Chicago,South,Office Supplies,Paper,2,41.21,0.1,74.18,56.51,17.67
2024-09-26,ORD-20240926-5447,C-58891,Home Office,Houston,East,Electronics,Accessories,2,61.18,0.0,122.36,80.2,42.16
2024-09-26,ORD-20240926-7750,C-83224,Consumer,Phoenix,East,Electronics,Phones,3,64.59,0.0,193.77,143.11,50.66
2024-09-26,ORD-20240926-9612,C-50838,Consumer,Chicago,North,Furniture,Tables,3,58.87,0.0,176.61,113.71,62.9
2024-09-26,ORD-20240926-3277,C-28659,Corporate,Los Angeles,West,Office Supplies,Writing,3,68.82,0.0,206.46,117.0,89.46
2024-09-26,ORD-20240926-6036,C-73472,Consumer,Houston,South,Electronics,Phones,1,69.31,0.0,69.31,36.27,33.04
2024-09-26,ORD-20240926-1696,C-15672,Home Office,New York,South,Electronics,Phones,2,49.26,0.0,98.52,76.11,22.41
2024-09-26,ORD-20240926-5942,C-13835,Home Office,New York,North,Electronics,Phones,3,101.69,0.0,305.07,213.91,91.16
2024-09-26,ORD-20240926-3384,C-84741,Corporate,New York,East,Office Supplies,Binders,3,74.93,0.3,157.35,90.09,67.26
2024-09-26,ORD-20240926-2623,C-22934,Home Office,Los Angeles,North,Office Supplies,Paper,3,68.99,0.3,144.88,72.63,72.25
2024-09-26,ORD-20240926-9260,C-56507,Home Office,Houston,West,Furniture,Storage,3,84.34,0.0,253.02,140.24,112.78
2024-09-26,ORD-20240926-7948,C-78121,Corporate,Los Angeles,South,Office Supplies,Paper,5,97.03,0.0,485.15,310.38,174.77
2024-09-26,ORD-20240926-9123,C-47173,Home Office,Houston,East,Office Supplies,Binders,2,39.8,0.2,63.68,34.05,29.63
2024-09-26,ORD-20240926-6111,C-72347,Corporate,Chicago,West,Electronics,Accessories,2,97.57,0.0,195.14,147.73,47.41
2024-09-27,ORD-20240927-1209,C-61748,Corporate,Houston,West,Office Supplies,Paper,1,63.91,0.0,63.91,34.24,29.67
2024-09-27,ORD-20240927-2666,C-65666,Consumer,Houston,South,Electronics,Laptops,2,78.53,0.2,125.65,67.45,58.2
2024-09-27,ORD-20240927-5563,C-77032,Corporate,Chicago,East,Office Supplies,Binders,1,55.14,0.2,44.11,35.12,8.99
2024-09-27,ORD-20240927-3414,C-16927,Corporate,New York,West,Electronics,Phones,2,51.21,0.0,102.42,52.12,50.3
2024-09-27,ORD-20240927-9161,C-20029,Home Office,Phoenix,North,Electronics,Laptops,2,37.01,0.3,51.81,35.59,16.22
2024-09-27,ORD-20240927-9064,C-80848,Home Office,Phoenix,West,Electronics,Laptops,1,50.39,0.3,35.27,21.27,14.0
2024-09-27,ORD-20240927-1289,C-14306,Corporate,Los Angeles,North,Furniture,Chairs,1,65.09,0.2,52.07,33.22,18.85
2024-09-27,ORD-20240927-5965,C-74297,Consumer,Phoenix,South,Furniture,Tables,2,72.93,0.0,145.86,97.82,48.04
2024-09-27,ORD-20240927-9837,C-59518,Consumer,Phoenix,West,Furniture,Storage,2,48.95,0.2,78.32,53.05,25.27
2024-09-27,ORD-20240927-6779,C-86541,Consumer,New York,East,Furniture,Chairs,2,42.95,0.1,77.31,46.75,30.56
2024-09-27,ORD-20240927-6591,C-42455,Corporate,Los Angeles,West,Electronics,Laptops,4,48.7,0.0,194.8,136.04,58.76
2024-09-27,ORD-20240927-6113,C-70412,Corporate,Houston,North,Office Supplies,Paper,3,60.05,0.3,126.1,75.39,50.71
2024-09-27,ORD-20240927-9433,C-61157,Home Office,Chicago,West,Furniture,Chairs,2,51.0,0.1,91.8,56.3,35.5
2024-09-27,ORD-20240927-2601,C-49258,Home Office,Chicago,West,Electronics,Accessories,3,78.18,0.1,211.09,116.1,94.99
2024-09-27,ORD-20240927-8143,C-48970,Consumer,Phoenix,South,Furniture,Storage,3,23.89,0.1,64.5,37.38,27.12
2024-09-27,ORD-20240927-7586,C-18817,Consumer,Phoenix,South,Office Supplies,Writing,2,17.83,0.3,24.96,15.0,9.96
2024-09-27,ORD-20240927-9700,C-49309,Corporate,Houston,West,Furniture,Chairs,3,15.18,0.1,40.99,26.7,14.29
2024-09-27,ORD-20240927-9846,C-12438,Corporate,Phoenix,East,Electronics,Laptops,2,80.09,0.3,112.13,62.14,49.99
2024-09-27,ORD-20240927-4056,C-66849,Home Office,Phoenix,West,Electronics,Accessories,3,42.51,0.3,89.27,66.3,22.97
2024-09-27,ORD-20240927-1981,C-63773,Consumer,Chicago,South,Furniture,Tables,3,91.34,0.1,246.62,185.76,60.86
2024-09-27,ORD-20240927-2055,C-41258,Corporate,New York,South,Furniture,Tables,2,34.72,0.3,48.61,27.75,20.86
2024-09-27,ORD-20240927-3456,C-14850,Corporate,Los Angeles,South,Electronics,Phones,1,57.15,0.2,45.72,28.65,17.07
2024-09-27,ORD-20240927-3610,C-15535,Corporate,Houston,East,Electronics,Phones,3,30.45,0.3,63.94,35.35,28.59
2024-09-27,ORD-20240927-1326,C-98037,Home Office,New York,North,Electronics,Laptops,2,58.65,0.2,93.84,72.17,21.67
2024-09-27,ORD-20240927-7502,C-86076,Home Office,Phoenix,South,Electronics,Phones,2,5.0,0.3,7.0,4.89,2.11
2024-09-27,ORD-20240927-5125,C-61111,Home Office,Los Angeles,West,Electronics,Phones,4,81.5,0.1,293.4,219.96,73.44
2024-09-27,ORD-20240927-7928,C-87264,Consumer,New York,South,Electronics,Phones,3,69.52,0.2,166.85,96.15,70.7
2024-09-27,ORD-20240927-9034,C-28993,Corporate,Chicago,East,Office Supplies,Paper,1,41.96,0.0,41.96,33.11,8.85
2024-09-27,ORD-20240927-8786,C-98027,Home Office,Los Angeles,East,Furniture,Chairs,4,42.94,0.0,171.76,121.47,50.29
2024-09-27,ORD-20240927-5144,C-40983,Home Office,Houston,West,Furniture,Storage,1,84.7,0.0,84.7,55.94,28.76
2024-09-27,ORD-20240927-7364,C-31001,Corporate,Houston,North,Furniture,Tables,4,74.98,0.0,299.92,176.72,123.2
2024-09-27,ORD-20240927-6196,C-53610,Consumer,Houston,West,Electronics,Laptops,4,5.0,0.2,16.0,11.54,4.46
2024-09-27,ORD-20240927-2644,C-69409,Home Office,New York,South,Office Supplies,Binders,3,60.58,0.3,127.22,91.77,35.45
2024-09-27,ORD-20240927-1853,C-20778,Home Office,New York,South,Office Supplies,Binders,3,69.09,0.1,186.54,110.83,75.71
2024-09-28,ORD-20240928-5089,C-27499,Corporate,Chicago,South,Office Supplies,Writing,3,28.85,0.2,69.24,52.76,16.48
2024-09-28,ORD-20240928-3842,C-84762,Consumer,Los Angeles,East,Furniture,Chairs,2,58.11,0.2,92.98,72.84,20.14
2024-09-28,ORD-20240928-1339,C-32119,Home Office,New York,North,Office Supplies,Writing,1,11.09,0.2,8.87,4.96,3.91
2024-09-28,ORD-20240928-7570,C-78922,Consumer,Houston,West,Office Supplies,Binders,3,62.71,0.3,131.69,70.48,61.21
2024-09-28,ORD-20240928-8433,C-74771,Home Office,Houston,West,Electronics,Phones,3,107.81,0.1,291.09,170.69,120.4
2024-09-28,ORD-20240928-3133,C-63546,Consumer,Los Angeles,West,Electronics,Accessories,3,49.39,0.0,148.17,92.68,55.49
2024-09-28,ORD-20240928-1471,C-70052,Home Office,New York,East,Furniture,Chairs,2,55.73,0.3,78.02,55.03,22.99
2024-09-28,ORD-20240928-1169,C-88275,Home Office,Chicago,West,Electronics,Laptops,2,60.36,0.2,96.58,68.82,27.76
2024-09-28,ORD-20240928-2196,C-97921,Consumer,Phoenix,North,Office Supplies,Paper,2,65.87,0.1,118.57,94.74,23.83
2024-09-28,ORD-20240928-1745,C-83342,Home Office,New York,North,Furniture,Storage,1,96.85,0.1,87.16,47.04,40.12
2024-09-28,ORD-20240928-3938,C-79523,Corporate,Houston,East,Electronics,Accessories,4,28.27,0.0,113.08,59.58,53.5
2024-09-28,ORD-20240928-3323,C-66372,Consumer,Chicago,East,Electronics,Laptops,4,46.04,0.1,165.74,120.05,45.69
2024-09-28,ORD-20240928-5312,C-29826,Corporate,Phoenix,East,Office Supplies,Binders,3,36.41,0.2,87.38,63.71,23.67
2024-09-28,ORD-20240928-8208,C-71228,Consumer,Houston,North,Electronics,Phones,3,56.7,0.1,153.09,84.06,69.03
2024-09-28,ORD-20240928-2900,C-29405,Corporate,New York,West,Electronics,Laptops,4,47.75,0.2,152.8,99.0,53.8
2024-09-28,ORD-20240928-6727,C-96918,Consumer,Phoenix,North,Electronics,Laptops,3,14.17,0.1,38.26,25.59,12.67
2024-09-28,ORD-20240928-4479,C-53077,Consumer,New York,North,Office Supplies,Writing,2,55.01,0.2,88.02,61.88,26.14
2024-09-28,ORD-20240928-5657,C-20625,Home Office,Houston,North,Furniture,Tables,3,44.9,0.1,121.23,66.21,55.02
2024-09-29,ORD-20240929-8439,C-52587,Consumer,Phoenix,East,Office Supplies,Writing,2,56.57,0.3,79.2,62.19,17.01
2024-09-29,ORD-20240929-3118,C-88943,Corporate,Houston,South,Electronics,Accessories,2,57.57,0.0,115.14,76.47,38.67
2024-09-29,ORD-20240929-2516,C-37292,Consumer,Los Angeles,West,Furniture,Chairs,4,39.09,0.0,156.36,79.14,77.22
2024-09-29,ORD-20240929-7365,C-50645,Home Office,Phoenix,West,Furniture,Storage,3,67.35,0.2,161.64,116.5,45.14
2024-09-29,ORD-20240929-3151,C-83801,Corporate,Phoenix,East,Office Supplies,Paper,1,47.7,0.2,38.16,24.53,13.63
2024-09-29,ORD-20240929-7931,C-54793,Home Office,Houston,North,Furniture,Tables,3,82.5,0.0,247.5,126.75,120.75
2024-09-29,ORD-20240929-4673,C-72601,Home Office,Chicago,South,Furniture,Storage,2,41.64,0.2,66.62,42.05,24.57
2024-09-29,ORD-20240929-3434,C-15910,Consumer,Phoenix,South,Office Supplies,Binders,2,46.97,0.0,93.94,62.5,31.44
2024-09-29,ORD-20240929-2763,C-86751,Corporate,New York,West,Furniture,Chairs,2,22.54,0.1,40.57,24.61,15.96
2024-09-29,ORD-20240929-9248,C-64558,Home Office,Chicago,North,Electronics,Accessories,1,60.15,0.2,48.12,24.71,23.41
2024-09-29,ORD-20240929-6143,C-20252,Home Office,Phoenix,West,Office Supplies,Binders,3,28.65,0.0,85.95,48.42,37.53
2024-09-29,ORD-20240929-5248,C-70314,Consumer,Houston,North,Furniture,Storage,3,50.46,0.0,151.38,105.47,45.91
2024-09-29,ORD-20240929-8974,C-21486,Corporate,Los Angeles,East,Office Supplies,Writing,2,5.0,0.2,8.0,5.93,2.07
2024-09-29,ORD-20240929-3213,C-95016,Consumer,Los Angeles,North,Electronics,Phones,2,34.77,0.0,69.54,39.13,30.41
2024-09-29,ORD-20240929-4961,C-12859,Consumer,New York,West,Office Supplies,Writing,4,72.06,0.0,288.24,185.11,103.13
2024-09-29,ORD-20240929-3721,C-36389,Corporate,Chicago,South,Office Supplies,Writing,4,43.65,0.2,139.68,94.36,45.32
2024-09-29,ORD-20240929-7418,C-85846,Consumer,Phoenix,North,Furniture,Chairs,1,21.13,0.2,16.9,12.75,4.15
2024-09-29,ORD-20240929-5764,C-17956,Corporate,Phoenix,North,Furniture,Tables,1,46.63,0.2,37.3,21.25,16.05
2024-09-29,ORD-20240929-1311,C-25327,Home Office,Houston,West,Office Supplies,Binders,4,70.53,0.2,225.7,173.05,52.65
2024-09-29,ORD-20240929-6681,C-40422,Consumer,Phoenix,West,Office Supplies,Binders,3,84.16,0.2,201.98,121.83,80.15
2024-09-29,ORD-20240929-4599,C-98225,Home Office,Chicago,East,Office Supplies,Writing,1,60.2,0.2,48.16,37.95,10.21
2024-09-29,ORD-20240929-8738,C-36146,Corporate,Los Angeles,South,Office Supplies,Paper,2,40.11,0.2,64.18,34.58,29.6
2024-09-29,ORD-20240929-9063,C-44184,Corporate,Chicago,North,Furniture,Tables,3,81.75,0.0,245.25,149.02,96.23
2024-09-29,ORD-20240929-3598,C-39372,Consumer,Houston,South,Office Supplies,Paper,2,60.48,0.0,120.96,64.86,56.1
2024-09-29,ORD-20240929-5224,C-23650,Home Office,New York,East,Furniture,Chairs,2,64.23,0.3,89.92,61.26,28.66
2024-09-29,ORD-20240929-8173,C-15501,Home Office,Phoenix,West,Electronics,Phones,1,18.57,0.0,18.57,13.87,4.7
2024-09-29,ORD-20240929-2727,C-76308,Consumer,Houston,South,Office Supplies,Paper,3,42.25,0.1,114.08,81.28,32.8
2024-09-29,ORD-20240929-2626,C-64493,Corporate,New York,South,Office Supplies,Binders,3,38.38,0.0,115.14,72.74,42.4
2024-09-29,ORD-20240929-5019,C-97162,Home Office,Los Angeles,West,Furniture,Tables,3,67.3,0.2,161.52,98.24,63.28
2024-09-29,ORD-20240929-3483,C-77653,Corporate,Chicago,West,Electronics,Phones,2,63.28,0.2,101.25,79.54,21.71
2024-09-30,ORD-20240930-8251,C-31538,Home Office,Houston,South,Electronics,Accessories,3,46.35,0.1,125.15,77.65,47.5
2024-09-30,ORD-20240930-2007,C-64959,Home Office,Houston,West,Electronics,Accessories,3,76.56,0.3,160.78,127.31,33.47
2024-09-30,ORD-20240930-5986,C-68482,Corporate,Los Angeles,East,Furniture,Chairs,4,29.86,0.0,119.44,84.81,34.63
2024-09-30,ORD-20240930-9919,C-80442,Home Office,Chicago,West,Office Supplies,Binders,2,59.36,0.1,106.85,56.13,50.72
2024-09-30,ORD-20240930-7389,C-93320,Corporate,Los Angeles,South,Office Supplies,Writing,3,79.16,0.1,213.73,140.29,73.44
2024-09-30,ORD-20240930-1383,C-24475,Corporate,New York,North,Office Supplies,Writing,3,93.06,0.2,223.34,177.8,45.54
2024-09-30,ORD-20240930-7110,C-85030,Corporate,New York,East,Office Supplies,Writing,4,79.49,0.0,317.96,201.78,116.18
2024-09-30,ORD-20240930-8424,C-40649,Home Office,Chicago,East,Electronics,Accessories,1,28.77,0.3,20.14,15.17,4.97
2024-09-30,ORD-20240930-5902,C-23792,Home Office,Chicago,East,Office Supplies,Writing,2,15.03,0.3,21.04,15.18,5.86
2024-09-30,ORD-20240930-9461,C-18151,Consumer,Houston,South,Furniture,Tables,3,70.96,0.2,170.3,89.34,80.96
2024-09-30,ORD-20240930-3130,C-61744,Consumer,Chicago,West,Electronics,Laptops,2,72.37,0.3,101.32,67.65,33.67
2024-09-30,ORD-20240930-9172,C-26662,Corporate,Houston,West,Furniture,Storage,2,24.2,0.0,48.4,26.3,22.1
2024-09-30,ORD-20240930-8499,C-30557,Home Office,Phoenix,South,Office Supplies,Writing,3,61.68,0.2,148.03,75.46,72.57
2024-09-30,ORD-20240930-7051,C-25432,Consumer,Chicago,North,Office Supplies,Binders,3,72.42,0.0,217.26,142.7,74.56
2024-09-30,ORD-20240930-5995,C-49998,Corporate,Chicago,East,Furniture,Tables,3,52.43,0.3,110.1,68.98,41.12
2024-09-30,ORD-20240930-4532,C-85112,Consumer,Chicago,South,Office Supplies,Binders,3,66.09,0.0,198.27,123.97,74.3
2024-09-30,ORD-20240930-8411,C-70415,Home Office,Houston,East,Furniture,Tables,3,38.46,0.0,115.38,75.16,40.22
2024-09-30,ORD-20240930-8357,C-61825,Consumer,Chicago,South,Office Supplies,Binders,3,14.85,0.2,35.64,21.96,13.68
2024-09-30,ORD-20240930-9863,C-84972,Home Office,Chicago,North,Office Supplies,Binders,2,60.61,0.0,121.22,86.33,34.89
2024-09-30,ORD-20240930-3028,C-72368,Home Office,Phoenix,North,Electronics,Accessories,2,46.17,0.3,64.64,42.44,22.2
2024-09-30,ORD-20240930-1305,C-85963,Consumer,Houston,North,Office Supplies,Writing,3,45.3,0.0,135.9,77.95,57.95
2024-09-30,ORD-20240930-2386,C-64386,Consumer,New York,East,Furniture,Storage,1,53.12,0.1,47.81,30.17,17.64
2024-09-30,ORD-20240930-9649,C-33942,Consumer,Chicago,East,Furniture,Tables,3,57.54,0.0,172.62,101.09,71.53
2024-10-01,ORD-20241001-3526,C-17667,Consumer,Chicago,East,Furniture,Storage,5,73.05,0.0,365.25,185.6,179.65
2024-10-01,ORD-20241001-7388,C-41407,Corporate,Phoenix,North,Furniture,Chairs,3,37.97,0.0,113.91,58.73,55.18
2024-10-01,ORD-20241001-4874,C-63356,Corporate,New York,West,Office Supplies,Writing,3,43.8,0.1,118.26,75.62,42.64
2024-10-01,ORD-20241001-8932,C-98486,Consumer,New York,North,Furniture,Storage,3,47.5,0.3,99.75,78.71,21.04
2024-10-01,ORD-20241001-5035,C-28660,Corporate,Chicago,South,Furniture,Storage,1,66.11,0.3,46.28,25.96,20.32
2024-10-01,ORD-20241001-9854,C-70902,Corporate,Phoenix,South,Electronics,Accessories,4,42.35,0.0,169.4,84.75,84.65
2024-10-01,ORD-20241001-5739,C-92864,Corporate,Los Angeles,South,Electronics,Phones,2,68.8,0.2,110.08,88.04,22.04
2024-10-01,ORD-20241001-9361,C-26118,Home Office,Los Angeles,East,Electronics,Phones,2,47.98,0.0,95.96,59.36,36.6
2024-10-01,ORD-20241001-5578,C-69338,Home Office,Chicago,West,Electronics,Accessories,3,44.21,0.1,119.37,82.43,36.94
2024-10-01,ORD-20241001-5029,C-10268,Corporate,Phoenix,East,Furniture,Chairs,3,44.32,0.0,132.96,92.27,40.69
2024-10-01,ORD-20241001-8807,C-80533,Consumer,New York,North,Electronics,Accessories,1,77.56,0.2,62.05,45.22,16.83
2024-10-01,ORD-20241001-2270,C-56919,Home Office,Houston,North,Office Supplies,Binders,4,96.81,0.2,309.79,231.8,77.99
2024-10-01,ORD-20241001-3903,C-46848,Corporate,Chicago,North,Electronics,Laptops,3,39.43,0.0,118.29,85.52,32.77
2024-10-01,ORD-20241001-4137,C-14822,Corporate,Chicago,North,Office Supplies,Writing,3,33.5,0.2,80.4,63.53,16.87
2024-10-01,ORD-20241001-9074,C-32344,Home Office,Phoenix,South,Electronics,Phones,1,80.67,0.3,56.47,36.71,19.76
2024-10-01,ORD-20241001-4174,C-78561,Consumer,Chicago,South,Electronics,Accessories,2,36.95,0.3,51.73,39.14,12.59
2024-10-01,ORD-20241001-4143,C-65982,Home Office,New York,North,Office Supplies,Writing,1,25.12,0.2,20.1,10.06,10.04
2024-10-01,ORD-20241001-6292,C-15697,Consumer,Los Angeles,West,Furniture,Tables,2,24.63,0.1,44.33,29.04,15.29
2024-10-01,ORD-20241001-1769,C-84949,Corporate,New York,East,Furniture,Storage,2,72.8,0.1,131.04,68.74,62.3
2024-10-01,ORD-20241001-4696,C-66616,Consumer,New York,West,Electronics,Phones,3,68.53,0.0,205.59,104.51,101.08
2024-10-01,ORD-20241001-6477,C-78114,Corporate,Los Angeles,East,Electronics,Phones,3,72.76,0.0,218.28,162.94,55.34
2024-10-01,ORD-20241001-2194,C-59465,Corporate,Chicago,West,Electronics,Accessories,2,44.97,0.0,89.94,69.7,20.24
2024-10-01,ORD-20241001-2065,C-17312,Consumer,Phoenix,South,Electronics,Laptops,2,83.25,0.0,166.5,88.34,78.16
2024-10-01,ORD-20241001-1855,C-91789,Consumer,New York,East,Furniture,Tables,2,32.71,0.3,45.79,33.71,12.08
2024-10-01,ORD-20241001-8428,C-53017,Home Office,Phoenix,West,Furniture,Tables,2,34.49,0.0,68.98,43.89,25.09
2024-10-01,ORD-20241001-4153,C-26512,Home Office,Phoenix,North,Electronics,Phones,2,17.37,0.0,34.74,26.8,7.94
2024-10-01,ORD-20241001-5198,C-17928,Home Office,Los Angeles,East,Furniture,Tables,2,38.96,0.0,77.92,57.59,20.33
2024-10-02,ORD-20241002-8140,C-48150,Home Office,Chicago,East,Furniture,Storage,3,36.06,0.1,97.36,66.3,31.06
2024-10-02,ORD-20241002-1132,C-35612,Home Office,Los Angeles,South,Electronics,Phones,3,20.97,0.0,62.91,39.42,23.49
2024-10-02,ORD-20241002-4297,C-53403,Home Office,Phoenix,North,Furniture,Chairs,1,55.83,0.2,44.66,30.37,14.29
2024-10-02,ORD-20241002-6499,C-10484,Consumer,Los Angeles,East,Furniture,Tables,4,81.28,0.0,325.12,210.93,114.19
2024-10-02,ORD-20241002-4772,C-59271,Consumer,Los Angeles,West,Office Supplies,Paper,1,55.16,0.1,49.64,36.84,12.8
2024-10-02,ORD-20241002-7558,C-67725,Consumer,Los Angeles,South,Electronics,Laptops,3,52.76,0.0,158.28,85.9,72.38
2024-10-02,ORD-20241002-6896,C-54540,Consumer,Phoenix,North,Electronics,Phones,2,67.17,0.1,120.91,86.53,34.38
2024-10-02,ORD-20241002-5029,C-27988,Consumer,Houston,South,Electronics,Phones,4,5.0,0.0,20.0,14.99,5.01
2024-10-02,ORD-20241002-2818,C-91684,Corporate,Houston,East,Electronics,Laptops,3,95.44,0.0,286.32,224.0,62.32
2024-10-02,ORD-20241002-2071,C-66300,Consumer,Los Angeles,North,Electronics,Phones,3,72.75,0.1,196.43,116.95,79.48
2024-10-02,ORD-20241002-1756,C-76619,Consumer,Phoenix,South,Office Supplies,Binders,2,57.31,0.1,103.16,78.59,24.57
2024-10-02,ORD-20241002-9011,C-94550,Corporate,Phoenix,South,Office Supplies,Paper,3,16.6,0.0,49.8,32.5,17.3
2024-10-02,ORD-20241002-7131,C-74853,Consumer,Houston,West,Office Supplies,Binders,2,71.77,0.2,114.83,82.07,32.76
2024-10-02,ORD-20241002-5396,C-40721,Home Office,Houston,West,Office Supplies,Writing,3,54.01,0.0,162.03,102.99,59.04
2024-10-02,ORD-20241002-4581,C-27606,Home Office,New York,East,Furniture,Tables,4,90.12,0.1,324.43,215.8,108.63
2024-10-02,ORD-20241002-5834,C-69133,Consumer,Houston,West,Office Supplies,Binders,2,35.92,0.3,50.29,30.22,20.07
2024-10-02,ORD-20241002-8086,C-94587,Corporate,New York,West,Furniture,Tables,2,55.53,0.2,88.85,50.66,38.19
2024-10-02,ORD-20241002-6883,C-22898,Home Office,New York,North,Furniture,Storage,2,47.09,0.1,84.76,65.94,18.82
2024-10-02,ORD-20241002-2168,C-99592,Consumer,Chicago,East,Electronics,Accessories,2,82.42,0.1,148.36,87.65,60.71
2024-10-02,ORD-20241002-4123,C-55433,Home Office,Houston,South,Office Supplies,Writing,3,48.29,0.1,130.38,76.21,54.17
2024-10-02,ORD-20241002-7647,C-37508,Home Office,Houston,North,Furniture,Storage,5,45.86,0.2,183.44,104.24,79.2
2024-10-02,ORD-20241002-4829,C-64747,Corporate,Los Angeles,West,Office Supplies,Binders,3,29.08,0.0,87.24,54.84,32.4
2024-10-02,ORD-20241002-8187,C-11268,Corporate,Houston,West,Office Supplies,Paper,4,88.97,0.1,320.29,250.79,69.5
2024-10-02,ORD-20241002-6810,C-86933,Corporate,New York,East,Electronics,Laptops,2,26.63,0.3,37.28,21.99,15.29
2024-10-02,ORD-20241002-1527,C-61234,Home Office,Houston,South,Electronics,Laptops,2,25.25,0.3,35.35,23.76,11.59
2024-10-02,ORD-20241002-4345,C-93755,Corporate,Chicago,West,Electronics,Accessories,3,61.1,0.3,128.31,101.18,27.13
2024-10-02,ORD-20241002-2527,C-34470,Home Office,Los Angeles,South,Electronics,Accessories,3,92.04,0.3,193.28,124.97,68.31
2024-10-02,ORD-20241002-2138,C-77964,Consumer,New York,West,Furniture,Chairs,2,79.47,0.2,127.15,65.77,61.38
2024-10-02,ORD-20241002-3815,C-19012,Consumer,Houston,East,Furniture,Tables,3,49.14,0.2,117.94,75.89,42.05
2024-10-02,ORD-20241002-4382,C-50673,Corporate,Phoenix,South,Electronics,Laptops,3,16.35,0.0,49.05,33.41,15.64
2024-10-02,ORD-20241002-4325,C-42353,Consumer,Phoenix,West,Furniture,Chairs,4,48.48,0.2,155.14,105.72,49.42
2024-10-02,ORD-20241002-6388,C-48987,Home Office,Houston,West,Furniture,Tables,3,52.66,0.2,126.38,76.34,50.04
2024-10-02,ORD-20241002-3869,C-22521,Home Office,Houston,West,Electronics,Phones,2,22.49,0.0,44.98,31.92,13.06
2024-10-02,ORD-20241002-1715,C-38476,Home Office,Houston,South,Electronics,Laptops,1,41.3,0.0,41.3,29.3,12.0
2024-10-02,ORD-20241002-7738,C-43130,Consumer,Los Angeles,North,Furniture,Chairs,1,48.8,0.2,39.04,24.8,14.24
2024-10-02,ORD-20241002-9291,C-62342,Consumer,Los Angeles,North,Furniture,Chairs,2,21.27,0.2,34.03,20.91,13.12
2024-10-02,ORD-20241002-7499,C-18943,Consumer,New York,North,Electronics,Laptops,2,36.9,0.2,59.04,38.11,20.93
2024-10-02,ORD-20241002-9985,C-12367,Consumer,Phoenix,South,Office Supplies,Binders,2,53.69,0.0,107.38,59.19,48.19
2024-10-02,ORD-20241002-2646,C-30119,Home Office,Houston,South,Furniture,Chairs,2,34.84,0.0,69.68,49.0,20.68
